Standard,Material,Heat_Treatment,Ultimate_Strength_MPa,Yield_Strength_MPa,Elongation_pct,Hardness_Bhn,Elastic_Modulus_MPa,Shear_Modulus_MPa,Poisson_Ratio,Density_kg_m3
DIN,DIN X2CrNiN1810,Not specified,550.0,270.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X5CrNiMo17122,Not specified,510.0,205.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X6CrNiMoTi17122,Not specified,500.0,210.0,35.0,170.0,206000,80000,0.3,7860
DIN,DIN X2CrNiMo17132,Not specified,490.0,190.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X2CrNiMo18143,Not specified,490.0,190.0,35.0,170.0,206000,80000,0.3,7860
DIN,DIN X5CrNiMo17133,Not specified,510.0,205.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X2CrNiMoN17122,Not specified,580.0,280.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X2CrNiMoN17133,Not specified,580.0,295.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X2CrNiMoN17135,Not specified,580.0,285.0,35.0,170.0,206000,80000,0.3,7860
DIN,DIN X8CrMnNi188,Not specified,590.0,295.0,45.0,170.0,206000,80000,0.3,7860
DIN,DIN X53CrMnNiN219,Not specified,950.0,580.0,8.0,170.0,206000,80000,0.3,7860
DIN,DIN GG - 15,Not specified,150.0,150.0,16.0,170.0,85000,34000,0.25,7160
DIN,DIN GG - 20,Not specified,200.0,200.0,16.0,170.0,85000,34000,0.25,7160
DIN,DIN GG - 25,Not specified,250.0,250.0,16.0,170.0,85000,34000,0.25,7160
DIN,DIN GG - 30,Not specified,300.0,300.0,16.0,170.0,85000,34000,0.25,7160
DIN,DIN GG - 35,Not specified,350.0,350.0,16.0,170.0,85000,34000,0.25,7160
DIN,DIN GGG - 50,Not specified,500.0,320.0,16.0,170.0,169000,70000,0.2,7160
DIN,DIN GGG - 60,Not specified,600.0,370.0,16.0,170.0,169000,70000,0.2,7160
DIN,DIN GGG - 70,Not specified,700.0,420.0,16.0,170.0,169000,70000,0.2,7160
DIN,DIN GGG - 80,Not specified,800.0,480.0,16.0,170.0,169000,70000,0.2,7160
DIN,DIN GTS - 40,Not specified,400.0,180.0,4.0,170.0,160000,64000,0.27,7160
DIN,DIN GTS - 50,Not specified,500.0,260.0,4.0,170.0,160000,64000,0.27,7160
BS,BS 230M07,Not specified,430.0,300.0,8.0,170.0,206000,80000,0.3,7860
BS,BS 212M36,Not specified,635.0,370.0,18.0,170.0,206000,80000,0.3,7860
BS,BS CR3GP,Not specified,280.0,140.0,32.0,170.0,206000,80000,0.3,7860
BS,BS CR2PL,Not specified,280.0,140.0,34.0,170.0,206000,80000,0.3,7860
BS,BS CR4GP,Not specified,280.0,140.0,16.0,170.0,206000,80000,0.3,7860
BS,BS CEW2BK,Not specified,420.0,355.0,6.0,170.0,206000,80000,0.3,7860
BS,BS CFS3NBK,Not specified,360.0,215.0,24.0,170.0,206000,80000,0.3,7860
BS,BS Grade 360,Not specified,360.0,225.0,25.0,170.0,206000,80000,0.3,7860
BS,BS CEW3BK,Not specified,450.0,360.0,6.0,170.0,206000,80000,0.3,7860
BS,BS 40B,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
BS,BS 40C,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
BS,BS Grade 430,Not specified,410.0,225.0,23.0,170.0,206000,80000,0.3,7860
BS,BS 43B,Not specified,430.0,245.0,22.0,170.0,206000,80000,0.3,7860
BS,BS CFS6NBK,Not specified,460.0,280.0,21.0,170.0,206000,80000,0.3,7860
BS,BS 43D,Not specified,430.0,245.0,22.0,170.0,206000,80000,0.3,7860
BS,BS 50B,Not specified,490.0,355.0,20.0,170.0,206000,80000,0.3,7860
BS,BS 50C,Not specified,490.0,355.0,20.0,170.0,206000,80000,0.3,7860
BS,BS 50D,Not specified,490.0,355.0,20.0,170.0,206000,80000,0.3,7860
BS,BS CFS8NBK,Not specified,540.0,340.0,18.0,170.0,206000,80000,0.3,7860
BS,BS CEW5BK,Not specified,600.0,480.0,4.0,170.0,206000,80000,0.3,7860
BS,BS 55C,Not specified,550.0,430.0,19.0,170.0,206000,80000,0.3,7860
BS,BS 55E,Not specified,550.0,430.0,19.0,170.0,206000,80000,0.3,7860
BS,BS 070M26,Not specified,490.0,245.0,20.0,170.0,206000,80000,0.3,7860
BS,BS 080M30,Not specified,550.0,310.0,18.0,170.0,206000,80000,0.3,7860
BS,BS 080M36,Not specified,625.0,370.0,16.0,170.0,206000,80000,0.3,7860
BS,BS 080A35,Not specified,625.0,370.0,16.0,170.0,206000,80000,0.3,7860
BS,BS 080M40,Not specified,625.0,355.0,16.0,170.0,206000,80000,0.3,7860
BS,BS 080M46,Not specified,625.0,340.0,16.0,170.0,206000,80000,0.3,7860
BS,BS 060A47,Not specified,700.0,400.0,14.0,170.0,206000,80000,0.3,7860
BS,BS 080M50,Not specified,625.0,360.0,15.0,170.0,206000,80000,0.3,7860
BS,BS 060A57,Not specified,775.0,450.0,14.0,170.0,206000,80000,0.3,7860
BS,BS 070M55,Not specified,775.0,450.0,14.0,170.0,206000,80000,0.3,7860
BS,BS 150M19,Not specified,550.0,325.0,18.0,170.0,206000,80000,0.3,7860
BS,BS 251A58,heat treated,1300.0,1100.0,6.0,170.0,206000,80000,0.3,7860
BS,BS 530A36,Not specified,700.0,510.0,17.0,170.0,206000,80000,0.3,7860
BS,BS 530M40,heat treated,775.0,570.0,15.0,170.0,206000,80000,0.3,7860
BS,BS 530M40,face hardened,850.0,665.0,13.0,170.0,206000,80000,0.3,7860
BS,BS 525A60,heat treated,1380.0,1180.0,6.0,170.0,206000,80000,0.3,7860
BS,BS 708A25,Not specified,850.0,665.0,13.0,170.0,206000,80000,0.3,7860
BS,BS 708A37,Not specified,850.0,665.0,13.0,170.0,206000,80000,0.3,7860
BS,BS 708M40,heat treated,850.0,665.0,13.0,170.0,206000,80000,0.3,7860
BS,BS 708M40,face hardened,925.0,740.0,12.0,170.0,206000,80000,0.3,7860
BS,BS 735A51,heat treated,1370.0,1180.0,6.0,170.0,206000,80000,0.3,7860
BS,BS 905M39,nitrided,775.0,570.0,15.0,170.0,206000,80000,0.3,7860
BS,BS 722M22,Not specified,850.0,665.0,13.0,170.0,206000,80000,0.3,7860
BS,BS 722M24,nitrided,850.0,685.0,13.0,170.0,206000,80000,0.3,7860
BS,BS 817M40,heat treated,1075.0,925.0,11.0,170.0,206000,80000,0.3,7860
BS,BS 403S17,Not specified,420.0,245.0,20.0,170.0,206000,80000,0.3,7860
BS,BS 410S21,Not specified,550.0,340.0,15.0,170.0,206000,80000,0.3,7860
BS,BS 420S37,Not specified,700.0,490.0,11.0,170.0,206000,80000,0.3,7860
BS,BS 430S17,Not specified,430.0,245.0,20.0,170.0,206000,80000,0.3,7860
BS,BS 401S45,Not specified,900.0,685.0,14.0,170.0,206000,80000,0.3,7860
BS,BS 431S29,Not specified,850.0,635.0,11.0,170.0,206000,80000,0.3,7860
BS,BS 304S15,Not specified,480.0,195.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 303S31,Not specified,510.0,190.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 321S31,Not specified,490.0,195.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 304S11,Not specified,480.0,180.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 310S31,Not specified,510.0,205.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 316S11,Not specified,490.0,190.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 316S31,Not specified,510.0,205.0,40.0,170.0,206000,80000,0.3,7860
BS,BS 349S54,Not specified,950.0,580.0,8.0,170.0,206000,80000,0.3,7860
BS,Grey cast iron,Not specified,150.0,150.0,16.0,170.0,85000,34000,0.25,7160
BS,Grey cast iron,Not specified,200.0,200.0,16.0,170.0,85000,34000,0.25,7160
BS,Grey cast iron,Not specified,250.0,250.0,16.0,170.0,85000,34000,0.25,7160
BS,Grey cast iron,Not specified,300.0,300.0,16.0,170.0,85000,34000,0.25,7160
BS,Grey cast iron,Not specified,350.0,350.0,16.0,170.0,85000,34000,0.25,7160
BS,Nodular cast iron,Not specified,500.0,320.0,5.0,170.0,169000,70000,0.2,7160
BS,Nodular cast iron,Not specified,600.0,370.0,5.0,170.0,169000,70000,0.2,7160
BS,Nodular cast iron,Not specified,700.0,420.0,5.0,170.0,169000,70000,0.2,7160
BS,Nodular cast iron,Not specified,800.0,480.0,5.0,170.0,169000,70000,0.2,7160
BS,Malleable cast iron,Not specified,400.0,180.0,4.0,170.0,160000,64000,0.27,7160
BS,Malleable cast iron,Not specified,500.0,260.0,4.0,170.0,160000,64000,0.27,7160
CSN,CSN 10370,Not specified,350.0,200.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 11110,Not specified,400.0,226.0,24.0,170.0,206000,80000,0.3,7860
CSN,CSN 11110,normalized,471.0,373.0,8.0,170.0,206000,80000,0.3,7860
CSN,CSN 11120,Not specified,400.0,255.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 11140,normalized,660.0,520.0,6.0,170.0,206000,80000,0.3,7860
CSN,CSN 11301,Not specified,280.0,200.0,31.0,170.0,206000,80000,0.3,7860
CSN,CSN 11305,Not specified,290.0,215.0,36.0,170.0,206000,80000,0.3,7860
CSN,CSN 11321,Not specified,280.0,200.0,29.0,170.0,206000,80000,0.3,7860
CSN,CSN 11343,Not specified,330.0,195.0,30.0,170.0,206000,80000,0.3,7860
CSN,CSN 11353,Not specified,340.0,225.0,24.0,170.0,206000,80000,0.3,7860
CSN,CSN 11368,Not specified,350.0,225.0,26.0,170.0,206000,80000,0.3,7860
CSN,CSN 11373,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
CSN,CSN 11378,Not specified,360.0,235.0,26.0,170.0,206000,80000,0.3,7860
CSN,CSN 11418,Not specified,410.0,255.0,24.0,170.0,206000,80000,0.3,7860
CSN,CSN 11423,Not specified,420.0,240.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 11448,Not specified,430.0,285.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 11453,Not specified,440.0,265.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 11500,Not specified,490.0,265.0,19.0,170.0,206000,80000,0.3,7860
CSN,CSN 11503,Not specified,490.0,340.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 11523,normalized,510.0,345.0,23.0,170.0,206000,80000,0.3,7860
CSN,CSN 11600,Not specified,590.0,315.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 11600,face hardened,590.0,315.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 11700,Not specified,686.0,355.0,11.0,170.0,206000,80000,0.3,7860
CSN,CSN 11700,face hardened,686.0,355.0,11.0,170.0,206000,80000,0.3,7860
CSN,CSN 12010,case-hardened,490.0,325.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 12020,Not specified,550.0,350.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 12020,case-hardened,490.0,295.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 12024,Not specified,480.0,300.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 12030,Not specified,500.0,320.0,21.0,170.0,206000,80000,0.3,7860
CSN,CSN 12031,Not specified,550.0,350.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 12040,Not specified,600.0,370.0,19.0,170.0,206000,80000,0.3,7860
CSN,CSN 12041,Not specified,630.0,400.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 12050,normalized,530.0,305.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 12050,heat treated,640.0,390.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 12051,Not specified,690.0,440.0,15.0,170.0,206000,80000,0.3,7860
CSN,CSN 12060,Not specified,750.0,480.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 12061,heat treated,800.0,500.0,13.0,170.0,206000,80000,0.3,7860
CSN,CSN 12071,heat treated,1770.0,1470.0,2.0,170.0,206000,80000,0.3,7860
CSN,CSN 13030,Not specified,460.0,285.0,21.0,170.0,206000,80000,0.3,7860
CSN,CSN 13141,Not specified,690.0,490.0,15.0,170.0,206000,80000,0.3,7860
CSN,CSN 13180,heat treated,1570.0,1320.0,5.0,170.0,206000,80000,0.3,7860
CSN,CSN 13220,normalized,670.0,430.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 13221,normalized,680.0,440.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 13240,Not specified,780.0,540.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 13242,Not specified,880.0,685.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 13251,heat treated,1270.0,1080.0,6.0,170.0,206000,80000,0.3,7860
CSN,CSN 13270,heat treated,1420.0,1210.0,6.0,170.0,206000,80000,0.3,7860
CSN,CSN 14120,Not specified,588.0,343.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 14140,heat treated,883.0,637.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 14140,face hardened,932.0,785.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 14140,nitro-case-hardened,1716.0,1373.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 14141,Not specified,883.0,687.0,11.0,170.0,206000,80000,0.3,7860
CSN,CSN 14146,Not specified,932.0,785.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 14148,Not specified,657.0,490.0,17.0,170.0,206000,80000,0.3,7860
CSN,CSN 14220,Not specified,900.0,680.0,10.0,170.0,206000,80000,0.3,7860
CSN,CSN 14220,case-hardened,785.0,588.0,10.0,170.0,206000,80000,0.3,7860
CSN,CSN 14221,Not specified,981.0,686.0,8.0,170.0,206000,80000,0.3,7860
CSN,CSN 14223,case-hardened,883.0,687.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 14230,case-hardened,981.0,794.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 14260,heat treated,1370.0,1175.0,7.0,170.0,206000,80000,0.3,7860
CSN,CSN 14262,heat treated,1470.0,1275.0,6.0,170.0,206000,80000,0.3,7860
CSN,CSN 15020,Not specified,440.0,265.0,24.0,170.0,206000,80000,0.3,7860
CSN,CSN 15121,Not specified,430.0,295.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 15127,Not specified,470.0,345.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 15130,Not specified,690.0,490.0,15.0,170.0,206000,80000,0.3,7860
CSN,CSN 15131,Not specified,930.0,735.0,11.0,170.0,206000,80000,0.3,7860
CSN,CSN 15141,Not specified,880.0,665.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 15142,Not specified,1000.0,750.0,11.0,170.0,206000,80000,0.3,7860
CSN,CSN 15217,Not specified,470.0,345.0,22.0,170.0,206000,80000,0.3,7860
CSN,CSN 15222,normalized,690.0,490.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15230,heat treated,1000.0,850.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15230,nitrided,780.0,635.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15241,heat treated,1177.0,981.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15241,heat treated,1716.0,1373.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15241,face hardened,1177.0,981.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15260,Not specified,900.0,700.0,11.0,170.0,206000,80000,0.3,7860
CSN,CSN 15313,Not specified,480.0,265.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 15330,nitrided,834.0,637.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 15340,Not specified,981.0,785.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 15432,Not specified,690.0,490.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 16220,case-hardened,883.0,637.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 16223,Not specified,835.0,590.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 16321,Not specified,880.0,635.0,9.0,170.0,206000,80000,0.3,7860
CSN,CSN 16326,Not specified,1080.0,785.0,8.0,170.0,206000,80000,0.3,7860
CSN,CSN 16329,Not specified,440.0,285.0,24.0,170.0,206000,80000,0.3,7860
CSN,CSN 16343,Not specified,1100.0,900.0,10.0,170.0,206000,80000,0.3,7860
CSN,CSN 16420,case-hardened,932.0,785.0,10.0,170.0,206000,80000,0.3,7860
CSN,CSN 16430,heat treated,1080.0,880.0,10.0,170.0,206000,80000,0.3,7860
CSN,CSN 16527,Not specified,590.0,390.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 16640,heat treated,1569.0,1275.0,16.0,170.0,206000,80000,0.3,7860
CSN,CSN 17020,normalized,441.0,245.0,21.0,170.0,206000,80000,0.3,7860
CSN,CSN 17021,normalized,590.0,415.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 17022,normalized,690.0,455.0,15.0,170.0,206000,80000,0.3,7860
CSN,CSN 17023,normalized,740.0,495.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 17040,normalized,440.0,265.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 17041,normalized,440.0,295.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 17113,normalized,441.0,245.0,20.0,170.0,206000,80000,0.3,7860
CSN,CSN 17115,normalized,930.0,685.0,10.0,170.0,206000,80000,0.3,7860
CSN,CSN 17125,normalized,460.0,270.0,15.0,170.0,206000,80000,0.3,7860
CSN,CSN 17145,normalized,800.0,560.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 17150,normalized,900.0,650.0,14.0,170.0,206000,80000,0.3,7860
CSN,CSN 17240,normalized,490.0,186.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17241,normalized,530.0,195.0,45.0,170.0,206000,80000,0.3,7860
CSN,CSN 17243,normalized,500.0,190.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17246,normalized,550.0,210.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17247,normalized,500.0,195.0,35.0,170.0,206000,80000,0.3,7860
CSN,CSN 17248,normalized,500.0,205.0,26.0,170.0,206000,80000,0.3,7860
CSN,CSN 17249,normalized,440.0,175.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17251,normalized,650.0,350.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17253,normalized,700.0,350.0,26.0,170.0,206000,80000,0.3,7860
CSN,CSN 17255,normalized,600.0,250.0,30.0,170.0,206000,80000,0.3,7860
CSN,CSN 17256,normalized,500.0,230.0,30.0,170.0,206000,80000,0.3,7860
CSN,CSN 17259,normalized,540.0,265.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17265,normalized,550.0,230.0,30.0,170.0,206000,80000,0.3,7860
CSN,CSN 17346,normalized,550.0,205.0,50.0,170.0,206000,80000,0.3,7860
CSN,CSN 17348,normalized,550.0,215.0,45.0,170.0,206000,80000,0.3,7860
CSN,CSN 17359,normalized,540.0,275.0,40.0,170.0,206000,80000,0.3,7860
CSN,CSN 17460,normalized,635.0,295.0,37.0,170.0,206000,80000,0.3,7860
CSN,CSN 17465,normalized,980.0,590.0,12.0,170.0,206000,80000,0.3,7860
CSN,CSN 17501,normalized,640.0,490.0,18.0,170.0,206000,80000,0.3,7860
CSN,CSN 422303,Not specified,360.0,240.0,16.0,170.0,169000,70000,0.2,7160
CSN,CSN 422304,Not specified,420.0,270.0,16.0,170.0,169000,70000,0.2,7160
CSN,CSN 422305,Not specified,500.0,320.0,16.0,170.0,169000,70000,0.2,7160
CSN,CSN 422306,Not specified,600.0,370.0,16.0,170.0,169000,70000,0.2,7160
CSN,CSN 422307,Not specified,700.0,420.0,16.0,170.0,169000,70000,0.2,7160
CSN,CSN 422308,Not specified,800.0,480.0,16.0,170.0,169000,70000,0.2,7160
CSN,CSN 422410,Not specified,100.0,100.0,16.0,170.0,80000,32000,0.25,7160
CSN,CSN 422415,Not specified,150.0,150.0,16.0,170.0,85000,34000,0.25,7160
CSN,CSN 422420,Not specified,200.0,200.0,16.0,170.0,91000,36400,0.25,7160
CSN,CSN 422425,Not specified,250.0,250.0,16.0,170.0,105000,42000,0.25,7160
CSN,CSN 422430,Not specified,300.0,300.0,16.0,170.0,110000,44000,0.25,7160
CSN,CSN 422435,Not specified,350.0,350.0,16.0,170.0,115000,46000,0.25,7160
CSN,CSN 422540,Not specified,400.0,180.0,4.0,170.0,160000,64000,0.27,7160
CSN,CSN 422555,Not specified,580.0,300.0,4.0,170.0,160000,64000,0.27,7160
CSN,CSN 422630,Not specified,363.0,200.0,25.0,170.0,206000,80000,0.3,7160
CSN,CSN 422640,Not specified,441.0,240.0,22.0,170.0,206000,80000,0.3,7160
CSN,CSN 422650,Not specified,490.0,260.0,19.0,170.0,206000,80000,0.3,7160
CSN,CSN 242660,Not specified,588.0,300.0,10.0,170.0,206000,80000,0.3,7160
CSN,CSN 422670,Not specified,686.0,350.0,6.0,170.0,206000,80000,0.3,7160
CSN,CSN 422709,Not specified,530.0,300.0,16.0,170.0,206000,80000,0.3,7160
CSN,CSN 422712,Not specified,422.0,250.0,25.0,170.0,206000,80000,0.3,7160
CSN,CSN 422713,Not specified,490.0,290.0,20.0,170.0,206000,80000,0.3,7160
CSN,CSN 422724,Not specified,637.0,420.0,15.0,170.0,206000,80000,0.3,7160
CSN,CSN 422735,Not specified,785.0,520.0,5.0,170.0,206000,80000,0.3,7160
CSN,CSN 422739,Not specified,830.0,550.0,16.0,170.0,206000,80000,0.3,7160
CSN,CSN 422753,Not specified,981.0,650.0,3.0,170.0,206000,80000,0.3,7160
CSN,CSN 422906,Not specified,550.0,390.0,16.0,170.0,206000,80000,0.3,7160
CSN,CSN 422912,Not specified,500.0,320.0,16.0,170.0,206000,80000,0.3,7160
CSN,CSN 423042,Not specified,380.0,265.0,16.0,170.0,120000,45000,0.31,8800
CSN,CSN 423044,Not specified,380.0,265.0,16.0,170.0,120000,45000,0.31,8800
CSN,CSN 423045,Not specified,380.0,265.0,16.0,170.0,120000,45000,0.31,8800
CSN,CSN 423047,Not specified,380.0,265.0,16.0,170.0,120000,45000,0.31,8800
CSN,CSN 423115,Not specified,180.0,160.0,16.0,170.0,105000,40000,0.31,8800
CSN,CSN 423119,Not specified,180.0,160.0,16.0,170.0,105000,40000,0.31,8800
CSN,CSN 423123,Not specified,180.0,160.0,16.0,170.0,105000,40000,0.31,8800
CSN,CSN 423135,Not specified,150.0,120.0,16.0,170.0,105000,40000,0.31,8800
CSN,CSN 423137,Not specified,170.0,100.0,16.0,170.0,105000,40000,0.31,8800
CSN,CSN 423145,Not specified,400.0,130.0,16.0,170.0,120000,45000,0.32,8800
CSN,CSN 423147,Not specified,400.0,130.0,16.0,170.0,120000,45000,0.32,8800
CSN,CSN 423210,Not specified,330.0,100.0,16.0,170.0,100000,37000,0.34,8500
CSN,CSN 423212,Not specified,330.0,100.0,16.0,170.0,100000,37000,0.34,8500
CSN,CSN 423213,Not specified,330.0,100.0,16.0,170.0,100000,37000,0.34,8500
CSN,CSN 423214,Not specified,330.0,100.0,16.0,170.0,100000,37000,0.34,8500
CSN,CSN 423256,Not specified,350.0,255.0,16.0,170.0,100000,37000,0.34,8500
CSN,CSN 423311,Not specified,600.0,350.0,16.0,170.0,100000,37000,0.34,8500
CSN,CSN 424201,Not specified,400.0,230.0,11.0,170.0,73000,26000,0.33,2700
CSN,CSN 424203,Not specified,430.0,230.0,12.0,170.0,73000,26000,0.33,2700
CSN,CSN 424204,Not specified,430.0,230.0,16.0,170.0,73000,26000,0.33,2700
CSN,CSN 424250,Not specified,340.0,190.0,12.0,170.0,73000,26000,0.33,2700
CSN,CSN 424401,Not specified,280.0,100.0,16.0,170.0,73000,26000,0.33,2700
CSN,CSN 424413,Not specified,200.0,110.0,16.0,170.0,73000,26000,0.33,2700
CSN,CSN 424415,Not specified,200.0,110.0,16.0,170.0,73000,26000,0.33,2700
GOST,Steel ST3KP GOST 380-94,Not specified,360.0,235.0,27.0,170.0,201000,78000,0.29,7856
GOST,Steel ST3PC GOST 380-94,Not specified,370.0,245.0,26.0,170.0,201000,78000,0.29,7856
GOST,Steel ST3CP GOST 380-94,Not specified,380.0,255.0,26.0,170.0,201000,78000,0.29,7856
GOST,Steel ST4KP GOST 380-94,Not specified,400.0,255.0,25.0,170.0,201000,78000,0.29,7856
GOST,Steel ST4PS GOST 380-94,Not specified,410.0,265.0,24.0,170.0,201000,78000,0.29,7856
GOST,Steel ST4SP GOST 380-94,Not specified,410.0,265.0,24.0,170.0,201000,78000,0.29,7856
GOST,Steel ST5PS GOST 380-94,Not specified,490.0,285.0,20.0,170.0,201000,78000,0.29,7856
GOST,Steel ST5SP GOST 380-94,Not specified,490.0,295.0,20.0,170.0,201000,78000,0.29,7856
GOST,Steel ST6PS GOST 380-94,Not specified,590.0,315.0,15.0,170.0,201000,78000,0.29,7856
GOST,Steel ST6SP GOST 380-94,Not specified,600.0,320.0,15.0,170.0,201000,78000,0.29,7856
GOST,Steel S235 GOST 27772-88,Not specified,360.0,225.0,24.0,170.0,206000,80000,0.3,7860
GOST,Steel S245 GOST 27772-88,Not specified,370.0,235.0,25.0,170.0,206000,80000,0.3,7860
GOST,Steel S255 GOST 27772-88,Not specified,370.0,245.0,25.0,170.0,206000,80000,0.3,7860
GOST,Steel S285 GOST 27772-88,Not specified,390.0,265.0,23.0,170.0,206000,80000,0.3,7860
GOST,Steel S345 GOST 27772-88,Not specified,450.0,325.0,21.0,170.0,206000,80000,0.3,7860
GOST,Steel S375 GOST 27772-88,Not specified,480.0,335.0,20.0,170.0,206000,80000,0.3,7860
GOST,Steel 08 GOST 1050-88,normalized,320.0,196.0,33.0,131.0,203000,78000,0.3,7871
GOST,Steel 10 GOST 1050-88,normalized,330.0,205.0,31.0,143.0,206000,79000,0.3,7856
GOST,Steel 10 GOST 1050-88,case-hardened,400.0,250.0,8.0,170.0,206000,79000,0.3,7856
GOST,Steel 10 GOST 1050-88,Cold working,410.0,250.0,8.0,187.0,206000,79000,0.3,7856
GOST,Steel 10 GOST 1050-88,annealed,290.0,190.0,26.0,143.0,206000,79000,0.3,7856
GOST,Steel 15 GOST 1050-88,normalized,370.0,225.0,27.0,149.0,201000,78000,0.29,7850
GOST,Steel 15 GOST 1050-88,case-hardened,450.0,250.0,8.0,170.0,201000,78000,0.29,7850
GOST,Steel 15 GOST 1050-88,Cold working,440.0,340.0,8.0,197.0,201000,78000,0.29,7850
GOST,Steel 15 GOST 1050-88,annealed,340.0,220.0,23.0,149.0,201000,78000,0.29,7850
GOST,Steel 20 GOST 1050-88,normalized,410.0,245.0,25.0,163.0,212000,82000,0.29,7859
GOST,Steel 20 GOST 1050-88,case-hardened,500.0,300.0,22.0,170.0,212000,82000,0.29,7859
GOST,Steel 20 GOST 1050-88,Cold working,490.0,300.0,7.0,207.0,212000,82000,0.29,7859
GOST,Steel 20 GOST 1050-88,annealed,390.0,240.0,21.0,163.0,212000,82000,0.29,7859
GOST,Steel 25 GOST 1050-88,normalized,450.0,275.0,23.0,170.0,198000,77000,0.29,7820
GOST,Steel 25 GOST 1050-88,case-hardened,550.0,350.0,22.0,170.0,198000,77000,0.29,7820
GOST,Steel 25 GOST 1050-88,Cold working,540.0,350.0,7.0,217.0,198000,77000,0.29,7820
GOST,Steel 25 GOST 1050-88,annealed,410.0,270.0,19.0,170.0,198000,77000,0.29,7820
GOST,Steel 30 GOST 1050-88,normalized,490.0,295.0,21.0,179.0,200000,77000,0.3,7850
